Demand ID,Plant ID,Cost_USD_per_MWh
D289,P60,48.45
D289,P61,43.454
D289,P62,71.453
D289,P63,58.756
D289,P64,69.102
D290,P1,65.115
D290,P2,76.113
D290,P3,56.956
D290,P4,86.489
D290,P5,78.609
D290,P6,66.382
D290,P7,68.785
D290,P8,64.605
D290,P9,57.006
D290,P10,62.341
D290,P11,56.472
D290,P12,58.894
D290,P13,74.14
D290,P14,40.51
D290,P15,46.153
D290,P16,57.959
D290,P17,66.697
D290,P18,38.279
D290,P19,61.147
D290,P20,44.674
D290,P21,52.314
D290,P22,46.485
D290,P23,56.163
D290,P24,44.453
D290,P25,48.436
D290,P26,42.176
D290,P27,54.199
D290,P28,30.402
D290,P29,62.054
D290,P30,33.584
D290,P31,72.51
D290,P32,62.074
D290,P33,42.206
D290,P34,59.256
D290,P35,49.302
D290,P36,45.881
D290,P37,70.168
D290,P38,40.594
D290,P39,69.948
D290,P40,47.145
D290,P41,73.615
D290,P42,31.948
D290,P43,55.171
D290,P44,55.005
D290,P45,67.212
D290,P46,67.315
D290,P47,72.605
D290,P48,67.565
D290,P49,45.969
D290,P50,59.972
D290,P51,59.877
D290,P52,58.754
D290,P53,54.026
D290,P54,52.18
D290,P55,46.501
D290,P56,48.425
D290,P57,53.569
D290,P58,70.06
D290,P59,65.638
D290,P60,52.73
D290,P61,45.401
D290,P62,62.447
D290,P63,54.892
D290,P64,60.712
D291,P1,64.453
D291,P2,80.765
D291,P3,55.691
D291,P4,66.764
D291,P5,79.165
D291,P6,67.458
D291,P7,51.436
D291,P8,63.69
D291,P9,54.482
D291,P10,60.351
D291,P11,70.549
D291,P12,64.872
D291,P13,68.857
D291,P14,48.207
D291,P15,48.058
D291,P16,70.611
D291,P17,67.221
D291,P18,56.658
D291,P19,62.804
D291,P20,58.883
D291,P21,67.61
D291,P22,43.346
D291,P23,54.845
D291,P24,50.291
D291,P25,58.269
D291,P26,49.193
D291,P27,56.183
D291,P28,44.305
D291,P29,66.636
D291,P30,63.919
D291,P31,60.857
D291,P32,54.386
D291,P33,51.956
D291,P34,51.754
D291,P35,55.007
D291,P36,61.096
D291,P37,63.195
D291,P38,47.724
D291,P39,63.887
D291,P40,68.064
D291,P41,67.921
D291,P42,43.966
D291,P43,48.651
D291,P44,62.378
D291,P45,63.843
D291,P46,70.762
D291,P47,65.529
D291,P48,65.733
D291,P49,54.087
D291,P50,51.549
D291,P51,56.901
D291,P52,66.562
D291,P53,60.838
D291,P54,56.318
D291,P55,62.085
D291,P56,58.495
D291,P57,46.802
D291,P58,74.962
D291,P59,60.653
D291,P60,49.438
D291,P61,44.781
D291,P62,64.562
D291,P63,62.99
D291,P64,60.992
D292,P1,59.164
D292,P2,86.747
D292,P3,61.256
D292,P4,79.362
D292,P5,86.797
D292,P6,62.481
D292,P7,70.06
D292,P8,67.984
D292,P9,61.037
D292,P10,66.235
D292,P11,67.294
D292,P12,68.821
D292,P13,70.871
D292,P14,56.176
D292,P15,32.843
D292,P16,54.481
D292,P17,61.672
D292,P18,58.507
D292,P19,64.573
D292,P20,54.936
D292,P21,65.062
D292,P22,50.248
D292,P23,51.362
D292,P24,49.351
D292,P25,54.838
D292,P26,45.267
D292,P27,55.121
D292,P28,39.252
D292,P29,54.358
D292,P30,57.901
D292,P31,73.066
D292,P32,73.353
D292,P33,40.73
D292,P34,60.953
D292,P35,59.478
D292,P36,61.334
D292,P37,70.553
D292,P38,57.013
D292,P39,64.595
D292,P40,57.303
D292,P41,66.374
D292,P42,42.735
D292,P43,53.041
D292,P44,54.243
D292,P45,64.574
D292,P46,72.807
D292,P47,65.254
D292,P48,65.807
D292,P49,59.944
D292,P50,67.879
D292,P51,55.933
D292,P52,67.996
D292,P53,56.44
D292,P54,54.584
D292,P55,57.126
D292,P56,66.538
D292,P57,71.472
D292,P58,76.829
D292,P59,66.234
D292,P60,47.95
D292,P61,61.27
D292,P62,70.137
D292,P63,53.15
D292,P64,59.69
D293,P1,54.513
D293,P2,71.417
D293,P3,46.42
D293,P4,83.542
D293,P5,80.624
D293,P6,65.969
D293,P7,
D293,P8,62.053
D293,P9,59.761
D293,P10,64.538
D293,P11,57.519
D293,P12,65.498
D293,P13,64.39
D293,P14,45.596
D293,P15,48.704
D293,P16,52.327
D293,P17,65.96
D293,P18,40.579
D293,P19,60.053
D293,P20,44.854
D293,P21,45.354
D293,P22,
D293,P23,52.293
D293,P24,45.907
D293,P25,45.15
D293,P26,35.054
D293,P27,49.041
D293,P28,36.058
D293,P29,50.994
D293,P30,32.922
D293,P31,73.894
D293,P32,57.336
D293,P33,41.503
D293,P34,47.311
D293,P35,48.891
D293,P36,55.991
D293,P37,61.564
D293,P38,46.361
D293,P39,68.166
D293,P40,45.822
D293,P41,61.904
D293,P42,31.44
D293,P43,52.693
D293,P44,54.876
D293,P45,61.917
D293,P46,67.418
D293,P47,65.262
D293,P48,69.02
D293,P49,50.301
D293,P50,56.637
D293,P51,61.282
D293,P52,66.785
D293,P53,47.864
D293,P54,39.357
D293,P55,50.915
D293,P56,49.817
D293,P57,57.664
D293,P58,66.419
D293,P59,65.963
D293,P60,51.843
D293,P61,39.637
D293,P62,58.16
D293,P63,53.819
D293,P64,60.781
D294,P1,68.069
D294,P2,82.421
D294,P3,57.677
D294,P4,70.925
D294,P5,76.518
D294,P6,71.342
D294,P7,77.379
D294,P8,60.285
D294,P9,55.809
D294,P10,71.343
D294,P11,55.767
D294,P12,64.301
D294,P13,65.852
D294,P14,51.488
D294,P15,47.08
D294,P16,60.039
D294,P17,60.529
D294,P18,42.919
D294,P19,79.323
D294,P20,62.317
D294,P21,65.33
D294,P22,46.151
D294,P23,56.496
D294,P24,57.274
D294,P25,46.255
D294,P26,42.436
D294,P27,60.957
D294,P28,48.855
D294,P29,53.607
D294,P30,47.936
D294,P31,68.601
D294,P32,70.145
D294,P33,47.681
D294,P34,55.345
D294,P35,51.935
D294,P36,59.418
D294,P37,67.769
D294,P38,63.518
D294,P39,62.932
D294,P40,319.782
D294,P41,59.178
D294,P42,38.908
D294,P43,53.79
D294,P44,55.13
D294,P45,66.625
D294,P46,63.594
D294,P47,70.344
D294,P48,59.962
D294,P49,56.391
D294,P50,65.028
D294,P51,70.361
D294,P52,57.576
D294,P53,48.096
D294,P54,68.004
D294,P55,49.316
D294,P56,64.021
D294,P57,62.848
D294,P58,68.956
D294,P59,56.305
D294,P60,48.371
D294,P61,55.369
D294,P62,66.069
D294,P63,66.0
D294,P64,66.119
D295,P1,65.862
D295,P2,77.326
D295,P3,57.495
D295,P4,70.358
D295,P5,75.703
D295,P6,70.068
D295,P7,47.261
D295,P8,63.217
D295,P9,63.556
D295,P10,55.213
D295,P11,54.362
D295,P12,64.874
D295,P13,73.45
D295,P14,53.464
D295,P15,48.78
D295,P16,52.458
D295,P17,60.337
D295,P18,62.528
D295,P19,66.715
D295,P20,50.481
D295,P21,57.487
D295,P22,48.976
D295,P23,63.655
D295,P24,58.855
D295,P25,52.544
D295,P26,51.956
D295,P27,50.277
D295,P28,39.945
D295,P29,74.567
D295,P30,66.412
D295,P31,67.768
D295,P32,74.225
D295,P33,57.59
D295,P34,62.014
D295,P35,53.197
D295,P36,62.066
D295,P37,63.155
D295,P38,57.648
D295,P39,62.611
D295,P40,65.719
D295,P41,76.721
D295,P42,53.031
D295,P43,54.679
D295,P44,61.951
D295,P45,60.072
D295,P46,75.637
D295,P47,64.28
D295,P48,71.433
D295,P49,64.585
D295,P50,65.496
D295,P51,67.68
D295,P52,72.842
D295,P53,60.15
D295,P54,58.225
D295,P55,69.68
D295,P56,65.237
D295,P57,62.967
D295,P58,74.059
D295,P59,72.471
D295,P60,46.208
D295,P61,52.172
D295,P62,67.277
D295,P63,62.082
D295,P64,57.199
D296,P1,68.025
D296,P2,78.328
D296,P3,68.735
D296,P4,71.326
D296,P5,76.562
D296,P6,79.634
D296,P7,55.774
D296,P8,78.144
D296,P9,64.657
D296,P10,60.901
D296,P11,67.061
D296,P12,74.842
D296,P13,82.942
D296,P14,55.022
D296,P15,56.665
D296,P16,72.089
D296,P17,72.996
D296,P18,76.864
D296,P19,65.636
D296,P20,55.539
D296,P21,66.741
D296,P22,64.064
D296,P23,68.32
D296,P24,59.34
D296,P25,61.098
D296,P26,62.378
D296,P27,59.356
D296,P28,53.056
D296,P29,67.311
D296,P30,73.658
D296,P31,75.098
D296,P32,63.81
D296,P33,63.051
D296,P34,59.822
D296,P35,57.39
D296,P36,71.645
D296,P37,63.683
D296,P38,50.583
D296,P39,70.732
D296,P40,64.65
D296,P41,81.303
D296,P42,52.396
D296,P43,48.635
D296,P44,70.729
D296,P45,59.88
D296,P46,77.139
D296,P47,80.721
D296,P48,68.682
D296,P49,64.542
D296,P50,68.35
D296,P51,60.853
D296,P52,80.455
D296,P53,73.744
D296,P54,51.244
D296,P55,70.322
D296,P56,62.439
D296,P57,51.134
D296,P58,79.141
D296,P59,74.918
D296,P60,48.618
D296,P61,55.779
D296,P62,70.484
D296,P63,66.943
D296,P64,69.59
D297,P1,51.707
D297,P2,73.478
D297,P3,53.884
D297,P4,83.477
D297,P5,95.446
D297,P6,69.023
D297,P7,75.912
D297,P8,65.991
D297,P9,63.051
D297,P10,67.251
D297,P11,64.301
D297,P12,75.815
D297,P13,59.348
D297,P14,48.523
D297,P15,34.246
D297,P16,52.836
D297,P17,63.909
D297,P18,51.44
D297,P19,69.779
D297,P20,54.878
D297,P21,64.794
D297,P22,49.42
D297,P23,49.041
D297,P24,39.376
D297,P25,44.581
D297,P26,53.883
D297,P27,56.797
D297,P28,41.491
D297,P29,45.525
D297,P30,47.692
D297,P31,80.915
D297,P32,69.43
D297,P33,34.763
D297,P34,62.886
D297,P35,51.129
D297,P36,53.359
D297,P37,72.942
D297,P38,41.278
D297,P39,63.225
D297,P40,55.166
D297,P41,77.696
D297,P42,39.3
D297,P43,44.409
D297,P44,61.806
D297,P45,60.411
D297,P46,68.452
D297,P47,76.261
D297,P48,66.928
D297,P49,57.953
D297,P50,65.415
D297,P51,61.784
D297,P52,70.368
D297,P53,55.776
D297,P54,48.905
D297,P55,44.841
D297,P56,63.749
D297,P57,65.06
D297,P58,78.027
D297,P59,72.875
D297,P60,52.922
D297,P61,53.072
D297,P62,71.271
D297,P63,46.97
D297,P64,72.986
D298,P1,60.477
D298,P2,72.125
D298,P3,52.518
D298,P4,77.816
D298,P5,88.229
D298,P6,77.1
D298,P7,71.511
D298,P8,73.036
D298,P9,57.503
D298,P10,65.266
D298,P11,62.019
D298,P12,75.0
D298,P13,67.896
D298,P14,54.996
D298,P15,44.907
D298,P16,65.882
D298,P17,80.877
D298,P18,58.445
D298,P19,65.15
D298,P20,52.42
D298,P21,57.184
D298,P22,52.453
D298,P23,64.991
D298,P24,54.09
D298,P25,49.629
D298,P26,51.65
D298,P27,50.675
D298,P28,46.388
D298,P29,62.406
D298,P30,52.621
D298,P31,68.178
D298,P32,56.762
D298,P33,45.954
D298,P34,53.164
D298,P35,48.302
D298,P36,63.457
D298,P37,65.646
D298,P38,52.975
D298,P39,73.904
D298,P40,64.86
D298,P41,65.418
D298,P42,37.745
D298,P43,58.438
D298,P44,59.624
D298,P45,72.735
D298,P46,71.124
D298,P47,71.622
D298,P48,76.978
D298,P49,59.351
D298,P50,55.596
D298,P51,57.253
D298,P52,72.496
D298,P53,58.106
D298,P54,38.867
D298,P55,63.842
D298,P56,56.225
D298,P57,57.18
D298,P58,71.942
D298,P59,75.622
D298,P60,49.425
D298,P61,46.551
D298,P62,65.772
D298,P63,61.661
D298,P64,72.421
D299,P1,67.122
D299,P2,90.756
D299,P3,66.851
D299,P4,79.511
D299,P5,87.732
D299,P6,67.357
D299,P7,73.592
D299,P8,65.767
D299,P9,64.194
D299,P10,74.584
D299,P11,63.908
D299,P12,71.108
D299,P13,70.768
D299,P14,47.424
D299,P15,36.869
D299,P16,59.833
D299,P17,64.691
D299,P18,62.042
D299,P19,72.615
D299,P20,60.974
D299,P21,73.352
D299,P22,46.368
D299,P23,56.356
D299,P24,57.576
D299,P25,55.48
D299,P26,51.679
D299,P27,58.593
D299,P28,44.526
D299,P29,63.453
D299,P30,66.736
D299,P31,72.42
D299,P32,80.743
D299,P33,49.336
D299,P34,64.204
D299,P35,54.002
D299,P36,67.148
D299,P37,67.499
D299,P38,67.351
D299,P39,63.055
D299,P40,61.953
D299,P41,71.601
D299,P42,44.964
D299,P43,51.077
D299,P44,54.741
D299,P45,68.246
D299,P46,69.355
D299,P47,69.306
D299,P48,67.013
D299,P49,63.314
D299,P50,69.413
D299,P51,65.962
D299,P52,74.436
D299,P53,54.876
D299,P54,71.175
D299,P55,57.388
D299,P56,70.857
D299,P57,73.684
D299,P58,79.533
D299,P59,58.604
D299,P60,53.069
D299,P61,65.009
D299,P62,64.367
D299,P63,57.175
D299,P64,60.687
D300,P1,63.095
D300,P2,78.4
D300,P3,60.181
D300,P4,84.121
D300,P5,90.254
D300,P6,71.861
D300,P7,79.715
D300,P8,70.893
D300,P9,59.403
D300,P10,64.466
D300,P11,69.726
D300,P12,66.69
D300,P13,78.961
D300,P14,45.14
D300,P15,41.985
D300,P16,63.593
D300,P17,70.555
D300,P18,48.297
D300,P19,51.454
D300,P20,48.329
D300,P21,56.501
D300,P22,60.615
D300,P23,45.533
D300,P24,48.76
D300,P25,53.036
D300,P26,48.964
D300,P27,48.355
D300,P28,41.57
D300,P29,50.7
D300,P30,49.141
D300,P31,85.848
D300,P32,65.615
D300,P33,44.9
D300,P34,59.213
D300,P35,49.918
D300,P36,51.412
D300,P37,69.228
D300,P38,52.384
D300,P39,70.381
D300,P40,48.825
D300,P41,68.142
D300,P42,38.781
D300,P43,47.647
D300,P44,66.589
D300,P45,69.339
D300,P46,69.664
D300,P47,73.211
D300,P48,69.397
D300,P49,58.64
D300,P50,74.283
D300,P51,55.457
D300,P52,78.513
D300,P53,57.283
D300,P54,41.538
D300,P55,53.78
D300,P56,56.62
D300,P57,58.964
D300,P58,79.813
D300,P59,68.388
D300,P60,48.934
D300,P61,50.069
D300,P62,73.605
D300,P63,55.269
D300,P64,66.469
D301,P1,37.688
D301,P2,63.583
D301,P3,15.129
D301,P4,56.122
D301,P5,73.114
D301,P6,58.129
D301,P7,60.709
D301,P8,42.546
D301,P9,56.271
D301,P10,52.381
D301,P11,58.972
D301,P12,70.228
D301,P13,63.605
D301,P14,51.486
D301,P15,30.881
D301,P16,53.911
D301,P17,60.15
D301,P18,46.46
D301,P19,49.602
D301,P20,38.638
D301,P21,49.223
D301,P22,26.634
D301,P23,38.771
D301,P24,40.115
D301,P25,49.757
D301,P26,40.703
D301,P27,39.163
D301,P28,29.532
D301,P29,75.107
D301,P30,34.437
D301,P31,58.155
D301,P32,48.408
D301,P33,21.484
D301,P34,40.147
D301,P35,50.458
D301,P36,48.438
D301,P37,59.472
D301,P38,42.132
D301,P39,57.133
D301,P40,50.405
D301,P41,59.578
D301,P42,40.698
D301,P43,43.793
D301,P44,59.239
D301,P45,51.279
D301,P46,65.96
D301,P47,61.426
D301,P48,74.526
D301,P49,59.243
D301,P50,46.48
D301,P51,50.514
D301,P52,55.353
D301,P53,54.063
D301,P54,33.491
D301,P55,50.13
D301,P56,66.245
D301,P57,49.802
D301,P58,63.583
D301,P59,69.13
D301,P60,32.881
D301,P61,22.786
D301,P62,67.524
D301,P63,55.983
D301,P64,60.399
D302,P1,65.471
D302,P2,74.607
D302,P3,58.483
D302,P4,65.91
D302,P5,74.501
D302,P6,63.659
D302,P7,64.335
D302,P8,65.576
D302,P9,51.814
D302,P10,67.745
D302,P11,63.101
D302,P12,67.517
D302,P13,74.436
D302,P14,45.192
D302,P15,50.697
D302,P16,63.234
D302,P17,62.194
D302,P18,54.379
D302,P19,64.884
D302,P20,53.628
D302,P21,58.545
D302,P22,42.48
D302,P23,56.781
D302,P24,54.689
D302,P25,57.066
D302,P26,43.092
D302,P27,55.699
D302,P28,49.172
D302,P29,60.8
D302,P30,60.373
D302,P31,67.782
D302,P32,62.664
D302,P33,41.265
D302,P34,60.074
D302,P35,54.145
D302,P36,55.817
D302,P37,63.873
D302,P38,49.562
D302,P39,62.47
D302,P40,53.204
D302,P41,64.952
D302,P42,43.402
D302,P43,53.72
D302,P44,56.117
D302,P45,58.311
D302,P46,71.195
D302,P47,68.062
D302,P48,67.508
D302,P49,50.551
D302,P50,65.116
D302,P51,65.919
D302,P52,69.214
D302,P53,56.633
D302,P54,62.325
D302,P55,58.336
D302,P56,52.593
D302,P57,58.988
D302,P58,69.319
D302,P59,65.409
D302,P60,48.766
D302,P61,46.028
D302,P62,63.799
D302,P63,65.042
D302,P64,65.594
D303,P1,218.344
D303,P2,68.821
D303,P3,49.655
D303,P4,64.808
D303,P5,74.998
D303,P6,67.201
D303,P7,63.489
D303,P8,58.864
D303,P9,51.077
D303,P10,61.698
D303,P11,60.86
D303,P12,73.536
D303,P13,69.843
D303,P14,46.899
D303,P15,40.015
D303,P16,57.241
D303,P17,63.107
D303,P18,56.085
D303,P19,62.363
D303,P20,49.475
D303,P21,59.622
D303,P22,41.816
D303,P23,51.392
D303,P24,51.227
D303,P25,46.117
D303,P26,48.281
D303,P27,56.457
D303,P28,45.748
D303,P29,64.888
D303,P30,49.237
D303,P31,70.705
D303,P32,60.645
D303,P33,34.381
D303,P34,55.173
D303,P35,48.787
D303,P36,55.898
D303,P37,61.932
D303,P38,50.097
D303,P39,59.213
D303,P40,53.535
D303,P41,66.585
D303,P42,37.39
D303,P43,47.366
D303,P44,66.657
D303,P45,55.614
D303,P46,65.067
D303,P47,72.084
D303,P48,72.421
D303,P49,58.125
D303,P50,68.154
D303,P51,61.622
D303,P52,64.684
D303,P53,59.793
D303,P54,49.338
D303,P55,53.439
D303,P56,73.525
D303,P57,53.247
D303,P58,216.18
D303,P59,62.011
D303,P60,49.538
D303,P61,41.087
D303,P62,68.214
D303,P63,56.529
D303,P64,69.441
D304,P1,66.536
D304,P2,75.994
D304,P3,54.437
D304,P4,81.058
D304,P5,75.771
D304,P6,68.793
D304,P7,60.358
D304,P8,66.14
D304,P9,56.535
D304,P10,63.068
D304,P11,60.602
D304,P12,64.355
D304,P13,71.28
D304,P14,45.591
D304,P15,47.072
D304,P16,51.151
D304,P17,72.396
D304,P18,50.905
D304,P19,59.258
D304,P20,50.196
D304,P21,55.551
D304,P22,42.632
D304,P23,61.889
D304,P24,54.908
D304,P25,49.249
D304,P26,43.755
D304,P27,54.283
D304,P28,33.729
D304,P29,67.32
D304,P30,47.614
D304,P31,64.659
D304,P32,62.736
D304,P33,44.03
D304,P34,59.35
D304,P35,53.389
D304,P36,44.774
D304,P37,66.095
D304,P38,52.305
D304,P39,69.577
D304,P40,52.711
D304,P41,70.247
D304,P42,43.789
D304,P43,46.122
D304,P44,50.943
D304,P45,66.166
D304,P46,72.857
D304,P47,64.406
D304,P48,72.001
D304,P49,55.395
D304,P50,59.652
D304,P51,65.855
D304,P52,64.439
D304,P53,59.731
D304,P54,48.913
D304,P55,55.661
D304,P56,50.692
D304,P57,56.4
D304,P58,69.525
D304,P59,67.87
D304,P60,52.738
D304,P61,46.683
D304,P62,64.676
D304,P63,54.815
D304,P64,56.575
D305,P1,56.866
D305,P2,62.423
D305,P3,48.058
D305,P4,71.478
D305,P5,77.498
D305,P6,62.943
D305,P7,48.972
D305,P8,59.373
D305,P9,53.83
D305,P10,57.247
D305,P11,62.836
D305,P12,68.172
D305,P13,49.011
D305,P14,53.146
D305,P15,45.001
D305,P16,52.4
D305,P17,60.904
D305,P18,59.13
D305,P19,55.896
D305,P20,48.351
D305,P21,46.56
D305,P22,33.669
D305,P23,72.869
D305,P24,53.689
D305,P25,54.034
D305,P26,38.755
D305,P27,53.169
D305,P28,33.798
D305,P29,74.002
D305,P30,46.192
D305,P31,55.761
D305,P32,62.707
D305,P33,33.921
D305,P34,56.874
D305,P35,52.71
D305,P36,57.624
D305,P37,56.702
D305,P38,43.926
D305,P39,67.322
D305,P40,68.477
D305,P41,67.947
D305,P42,37.856
D305,P43,48.28
D305,P44,54.401
D305,P45,57.846
D305,P46,68.177
D305,P47,57.65
D305,P48,74.425
D305,P49,42.671
D305,P50,45.13
D305,P51,59.376
D305,P52,62.171
D305,P53,52.288
D305,P54,41.98
D305,P55,58.61
D305,P56,48.462
D305,P57,52.529
D305,P58,65.082
D305,P59,80.793
D305,P60,46.067
D305,P61,39.222
D305,P62,58.71
D305,P63,
D305,P64,60.475
D306,P1,57.798
D306,P2,68.193
D306,P3,66.591
D306,P4,79.375
D306,P5,76.628
D306,P6,68.751
D306,P7,68.005
D306,P8,71.837
D306,P9,58.299
D306,P10,58.754
D306,P11,59.752
D306,P12,61.793
D306,P13,66.108
D306,P14,47.063
D306,P15,46.861
D306,P16,58.747
D306,P17,61.993
D306,P18,42.558
D306,P19,62.99
D306,P20,60.223
D306,P21,49.535
D306,P22,51.292
D306,P23,53.12
D306,P24,51.549
D306,P25,45.938
D306,P26,37.14
D306,P27,54.155
D306,P28,54.864
D306,P29,45.624
D306,P30,52.715
D306,P31,76.444
D306,P32,67.826
D306,P33,40.883
D306,P34,60.129
D306,P35,46.116
D306,P36,60.639
D306,P37,64.378
D306,P38,46.595
D306,P39,56.477
D306,P40,52.107
D306,P41,66.724
D306,P42,34.639
D306,P43,44.006
D306,P44,55.65
D306,P45,56.684
D306,P46,73.088
D306,P47,65.992
D306,P48,63.4
D306,P49,40.941
D306,P50,66.461
D306,P51,65.936
D306,P52,69.639
D306,P53,43.167
D306,P54,47.764
D306,P55,57.56
D306,P56,49.977
D306,P57,61.322
D306,P58,67.855
D306,P59,63.984
D306,P60,55.982
D306,P61,54.83
D306,P62,62.273
D306,P63,51.207
D306,P64,61.118
D307,P1,52.944
D307,P2,72.322
D307,P3,45.25
D307,P4,70.234
D307,P5,82.587
D307,P6,76.885
D307,P7,65.968
D307,P8,66.882
D307,P9,62.521
D307,P10,64.13
D307,P11,65.452
D307,P12,86.304
D307,P13,61.02
D307,P14,56.248
D307,P15,51.767
D307,P16,79.561
D307,P17,70.245
D307,P18,60.713
D307,P19,60.367
D307,P20,58.327
D307,P21,56.916
D307,P22,53.654
D307,P23,62.753
D307,P24,51.068
D307,P25,46.397
D307,P26,51.656
D307,P27,63.741
D307,P28,46.486
D307,P29,71.672
D307,P30,51.552
D307,P31,70.796
D307,P32,56.855
D307,P33,42.078
D307,P34,58.314
D307,P35,56.714
D307,P36,56.399
D307,P37,58.229
D307,P38,47.541
D307,P39,64.796
D307,P40,64.629
D307,P41,85.664
D307,P42,43.319
D307,P43,52.132
D307,P44,67.828
D307,P45,55.622
D307,P46,70.91
D307,P47,84.877
D307,P48,82.225
D307,P49,51.683
D307,P50,57.076
D307,P51,58.843
D307,P52,68.232
D307,P53,63.152
D307,P54,41.903
D307,P55,71.475
D307,P56,68.361
D307,P57,58.416
D307,P58,67.227
D307,P59,80.893
D307,P60,56.965
D307,P61,35.019
D307,P62,72.28
D307,P63,63.319
D307,P64,81.259
D308,P1,58.503
D308,P2,73.803
D308,P3,49.072
D308,P4,75.76
D308,P5,65.616
D308,P6,59.635
D308,P7,54.709
D308,P8,60.51
D308,P9,52.245
D308,P10,58.935
D308,P11,55.899
D308,P12,59.912
D308,P13,55.433
D308,P14,50.69
D308,P15,39.251
D308,P16,50.223
D308,P17,60.696
D308,P18,55.828
D308,P19,62.383
D308,P20,48.533
D308,P21,46.933
D308,P22,35.421
D308,P23,67.936
D308,P24,55.646
D308,P25,48.053
D308,P26,44.678
D308,P27,56.435
D308,P28,35.312
D308,P29,72.501
D308,P30,44.837
D308,P31,57.99
D308,P32,60.12
D308,P33,43.382
D308,P34,61.319
D308,P35,56.368
D308,P36,62.395
D308,P37,56.288
D308,P38,43.604
D308,P39,63.487
D308,P40,64.262
D308,P41,73.044
D308,P42,41.268
D308,P43,54.833
D308,P44,53.758
D308,P45,57.964
D308,P46,69.792
D308,P47,55.503
D308,P48,73.1
D308,P49,46.246
D308,P50,46.194
D308,P51,58.965
D308,P52,61.557
D308,P53,54.027
D308,P54,50.166
D308,P55,62.186
D308,P56,60.665
D308,P57,55.296
D308,P58,56.39
D308,P59,72.175
D308,P60,46.618
D308,P61,45.553
D308,P62,60.825
D308,P63,62.477
D308,P64,55.482
D309,P1,67.828
D309,P2,78.884
D309,P3,76.441
D309,P4,81.902
D309,P5,68.207
D309,P6,72.614
D309,P7,53.838
D309,P8,71.345
D309,P9,56.071
D309,P10,60.368
D309,P11,57.825
D309,P12,49.269
D309,P13,61.422
D309,P14,47.12
D309,P15,50.308
D309,P16,46.344
D309,P17,59.817
D309,P18,47.931
D309,P19,71.929
D309,P20,52.955
D309,P21,49.432
D309,P22,61.23
D309,P23,73.62
D309,P24,53.005
D309,P25,51.508
D309,P26,51.05
D309,P27,55.637
D309,P28,48.928
D309,P29,51.818
D309,P30,52.772
D309,P31,61.591
D309,P32,69.042
D309,P33,59.858
D309,P34,71.28
D309,P35,57.19
D309,P36,59.59
D309,P37,73.631
D309,P38,40.841
D309,P39,63.987
D309,P40,53.204
D309,P41,73.322
D309,P42,55.479
D309,P43,48.605
D309,P44,58.731
D309,P45,64.039
D309,P46,75.232
D309,P47,61.493
D309,P48,59.61
D309,P49,45.039
D309,P50,61.425
D309,P51,64.841
D309,P52,65.899
D309,P53,49.509
D309,P54,63.782
D309,P55,54.254
D309,P56,52.097
D309,P57,56.727
D309,P58,71.399
D309,P59,69.797
D309,P60,52.776
D309,P61,67.159
D309,P62,61.339
D309,P63,56.051
D309,P64,51.516
D310,P1,59.14
D310,P2,80.291
D310,P3,47.206
D310,P4,209.52299999999997
D310,P5,80.329
D310,P6,63.545
D310,P7,58.85
D310,P8,58.902
D310,P9,60.265
D310,P10,57.231
D310,P11,62.172
D310,P12,70.697
D310,P13,69.986
D310,P14,51.248
D310,P15,37.751
D310,P16,65.004
D310,P17,60.349
D310,P18,57.626
D310,P19,57.303
D310,P20,52.399
D310,P21,55.592
D310,P22,47.771
D310,P23,56.652
D310,P24,48.582
D310,P25,57.916
D310,P26,47.69
D310,P27,51.197
D310,P28,39.11
D310,P29,66.886
D310,P30,52.694
D310,P31,61.492
D310,P32,62.445
D310,P33,40.236
D310,P34,51.829
D310,P35,56.868
D310,P36,57.983
D310,P37,60.635
D310,P38,50.897
D310,P39,59.464
D310,P40,63.361
D310,P41,64.313
D310,P42,45.214
D310,P43,50.055
D310,P44,61.059
D310,P45,59.864
D310,P46,72.756
D310,P47,66.3
D310,P48,67.695
D310,P49,60.46
D310,P50,56.4
D310,P51,60.072
D310,P52,66.017
D310,P53,62.305
D310,P54,52.861
D310,P55,63.747
D310,P56,65.198
D310,P57,60.762
D310,P58,73.723
D310,P59,65.864
D310,P60,42.246
D310,P61,39.591
D310,P62,68.321
D310,P63,61.232
D310,P64,63.367
D311,P1,66.358
D311,P2,76.44
D311,P3,58.782
D311,P4,70.408
D311,P5,80.448
D311,P6,68.015
D311,P7,64.959
D311,P8,66.143
D311,P9,58.168
D311,P10,65.194
D311,P11,66.356
D311,P12,71.544
D311,P13,78.362
D311,P14,43.815
D311,P15,43.416
D311,P16,64.155
D311,P17,64.804
D311,P18,50.615
D311,P19,61.531
D311,P20,48.166
D311,P21,57.225
D311,P22,54.581
D311,P23,51.655
D311,P24,49.399
D311,P25,55.015
D311,P26,47.951
D311,P27,51.932
D311,P28,42.274
D311,P29,61.916
D311,P30,61.045
D311,P31,75.683
D311,P32,58.682
D311,P33,50.322
D311,P34,52.414
D311,P35,55.181
D311,P36,55.704
D311,P37,62.447
D311,P38,49.076
D311,P39,62.039
D311,P40,54.428
D311,P41,69.173
D311,P42,42.003
D311,P43,48.929
D311,P44,57.309
D311,P45,61.116
D311,P46,74.232
D311,P47,76.755
D311,P48,63.324
D311,P49,52.773
